"%1","%1"
"On a stock installation it is always empty, which is why the shipped template guards it with an if directive.","On a stock installation it is always empty, which is why the shipped template guards it with an if directive."
"On the message announcing a change of address, this is the address held on the account when the message is composed, which is not necessarily the address the message was delivered to.","On the message announcing a change of address, this is the address held on the account when the message is composed, which is not necessarily the address the message was delivered to."
"Only a newsletter sent from a queue carries it. The subscription confirmation, success and unsubscribe messages are sent by the subscriber model, which does not assign it, so there it produces nothing.","Only a newsletter sent from a queue carries it. The subscription confirmation, success and unsubscribe messages are sent by the subscriber model, which does not assign it, so there it produces nothing."
"Only draft, scheduled, or published overrides can be published. Current status: %1","Only draft, scheduled, or published overrides can be published. Current status: %1"
"Only escape and nl2br are implemented. Everything after the first vertical bar is read as the formatting, and a name that is neither of those two is skipped without a word. That is the whole of how |raw works, and it is also why a misspelling such as |rwa switches the escaping off just as effectively.","Only escape and nl2br are implemented. Everything after the first vertical bar is read as the formatting, and a name that is neither of those two is skipped without a word. That is the whole of how |raw works, and it is also why a misspelling such as |rwa switches the escaping off just as effectively."
"Only published overrides can have their schedule updated directly.","Only published overrides can have their schedule updated directly."
"Only the order sender prepares it. The invoice, shipment and credit memo senders do not, so in those messages it produces nothing.","Only the order sender prepares it. The invoice, shipment and credit memo senders do not, so in those messages it produces nothing."
"Only the update and comment messages declare it. The confirmation message is sent when the order is placed, before any status change worth reporting.","Only the update and comment messages declare it. The confirmation message is sent when the order is placed, before any status change worth reporting."
"Only variable paths are expanded inside the block. A {{depend}} or an {{if}} written inside it is not treated as a directive.","Only variable paths are expanded inside the block. A {{depend}} or an {{if}} written inside it is not treated as a directive."
"Open %1 in Configuration","Open %1 in Configuration"
"Open Catalog > Products and edit the product's name for the store view the message is sent in.","Open Catalog > Products and edit the product's name for the store view the message is sent in."
"Open Catalog > Products and set the product's small image.","Open Catalog > Products and set the product's small image."
"Open Content > Design > Configuration and edit the scope the message is sent in.","Open Content > Design > Configuration and edit the scope the message is sent in."
"Open Custom Variables","Open Custom Variables"
"Open Customers > All Customers and edit the account the message is addressed to.","Open Customers > All Customers and edit the account the message is addressed to."
"Open Customers > All Customers and edit the account's email address.","Open Customers > All Customers and edit the account's email address."
"Open Customers > All Customers and edit the account's name fields.","Open Customers > All Customers and edit the account's name fields."
"Open Design Configuration","Open Design Configuration"
"Open Sales > Credit Memos and find the credit memo the message is about.","Open Sales > Credit Memos and find the credit memo the message is about."
"Open Sales > Invoices and find the invoice the message is about.","Open Sales > Invoices and find the invoice the message is about."
"Open Sales > Orders and find the order the message is about.","Open Sales > Orders and find the order the message is about."
"Open Sales > Orders to find the order this number belongs to.","Open Sales > Orders to find the order this number belongs to."
"Open Sales > Orders, open the order, and change the name on the billing address.","Open Sales > Orders, open the order, and change the name on the billing address."
"Open Sales > Orders, open the order, and edit the note that accompanies it.","Open Sales > Orders, open the order, and edit the note that accompanies it."
"Open Sales > Shipments and find the shipment the message is about.","Open Sales > Shipments and find the shipment the message is about."
"Open Store Email Addresses","Open Store Email Addresses"
"Open Store Information","Open Store Information"
"Open Stores > Configuration > Sales > Delivery Methods and edit the carrier's title.","Open Stores > Configuration > Sales > Delivery Methods and edit the carrier's title."
"Open Stores > Configuration > Sales > Payment Methods and edit the method's title.","Open Stores > Configuration > Sales > Payment Methods and edit the method's title."
"Open Stores > Order Status to rename a status as customers see it.","Open Stores > Order Status to rename a status as customers see it."
"Open Stores > Settings > Configuration and find the field at this configuration path.","Open Stores > Settings > Configuration and find the field at this configuration path."
"Open System > Other Settings > Custom Variables.","Open System > Other Settings > Custom Variables."
"Open Web configuration","Open Web configuration"
"Open the order under Sales > Orders and add or edit the comment on the invoice, shipment or credit memo you are sending.","Open the order under Sales > Orders and add or edit the comment on the invoice, shipment or credit memo you are sending."
"Open the variable carrying this code, or create it if no variable carries it yet.","Open the variable carrying this code, or create it if no variable carries it yet."
"Open this setting in Configuration","Open this setting in Configuration"
"Order","Order"
"Order date","Order date"
"Order has something to ship","Order has something to ship"
"Order number","Order number"
"Order record id","Order record id"
"Order status label","Order status label"
"Override","Override"
"Override ID is required.","Override ID is required."
"Override disabled.","Override disabled."
"Override enabled.","Override enabled."
"Override scope — the store view this override is saved for","Override scope — the store view this override is saved for"
"PUBLISHED","PUBLISHED"
"Payment details block","Payment details block"
"Payment method title","Payment method title"
"Plain text","Plain text"
"Please enter a valid email address.","Please enter a valid email address."
"Preview","Preview"
"Preview in new tab","Preview in new tab"
"Print creditmemo.increment_id instead when the message should show the customer their credit memo number.","Print creditmemo.increment_id instead when the message should show the customer their credit memo number."
"Print invoice.increment_id instead when the message should show the customer their invoice number.","Print invoice.increment_id instead when the message should show the customer their invoice number."
"Print order.increment_id instead when the message should show the customer their order number.","Print order.increment_id instead when the message should show the customer their order number."
"Print shipment.increment_id instead when the message should show the customer their shipment number.","Print shipment.increment_id instead when the message should show the customer their shipment number."
"Prints a piece of text in the language of the store view the message is sent in.","Prints a piece of text in the language of the store view the message is sent in."
"Prints a value the code that sends the message put into the template, such as a field of the order, of the customer or of the store view.","Prints a value the code that sends the message put into the template, such as a field of the order, of the customer or of the store view."
"Prints an address on the storefront of the store view the message is sent in.","Prints an address on the storefront of the store view the message is sent in."
"Prints http or https, whichever the store view is currently being served over, or a complete address using it.","Prints http or https, whichever the store view is currently being served over, or a complete address using it."
"Prints one of the custom variables kept under System > Other Settings > Custom Variables.","Prints one of the custom variables kept under System > Other Settings > Custom Variables."
"Prints the address of a file kept in the media directory.","Prints the address of a file kept in the media directory."
"Prints the address of a static file belonging to a theme or a module, such as an image.","Prints the address of a static file belonging to a theme or a module, such as an image."
"Prints the value of one store configuration setting, read for the store view the message is sent in.","Prints the value of one store configuration setting, read for the store view the message is sent in."
"Publish","Publish"
"Publish Template","Publish Template"
"Publishing with the previously generated Tailwind CSS","Publishing with the previously generated Tailwind CSS"
"Put the file in the media directory - through the media gallery, or on the server - and write its path, relative to that directory, in the url parameter.","Put the file in the media directory - through the media gallery, or on the server - and write its path, relative to that directory, in the url parameter."
"Puts the contents of a stylesheet from the theme into the message, where the directive stands.","Puts the contents of a stylesheet from the theme into the message, where the directive stands."
"Raw (no escaping)","Raw (no escaping)"
"Read at:","Read at:"
"Read from the billing address of the basket.","Read from the billing address of the basket."
"Read from the credit memo record the sender assigns.","Read from the credit memo record the sender assigns."
"Read from the customer record the notification service assigns.","Read from the customer record the notification service assigns."
"Read from the invoice record the sender assigns.","Read from the invoice record the sender assigns."
"Read from the order record the sender assigns. The invoice, shipment and credit memo messages carry the same order record, so the order number is available in those too.","Read from the order record the sender assigns. The invoice, shipment and credit memo messages carry the same order record, so the order number is available in those too."
"Read from the order record the sender assigns. The wording is stored on the order at the time of purchase rather than looked up when the message is sent.","Read from the order record the sender assigns. The wording is stored on the order at the time of purchase rather than looked up when the message is sent."
"Read from the shipment record the sender assigns.","Read from the shipment record the sender assigns."
"Real value","Real value"
"Recently Used","Recently Used"
"Recipient Email","Recipient Email"
"Recipient email address","Recipient email address"
"Recipient name","Recipient name"
"Remove","Remove"
"Remove Schedule","Remove Schedule"
"Remove all modifiers","Remove all modifiers"
"Rename","Rename"
"Rendering preview...","Rendering preview..."
"Renders a block of the storefront inside the message and prints its markup.","Renders a block of the storefront inside the message and prints its markup."
"Repeats the text between it and its closing tag once for every item of a list, such as the lines of an order.","Repeats the text between it and its closing tag once for every item of a list, such as the lines of an order."
"Reset to Magento default","Reset to Magento default"
"Restore","Restore"
"SCHEDULED","SCHEDULED"
"Sample data","Sample data"
"Sample data provider with code ""%1"" does not exist.","Sample data provider with code ""%1"" does not exist."
"Save Schedule","Save Schedule"
"Save for all store views","Save for all store views"
"Save the configuration, then flush the cache so the change reaches the next message.","Save the configuration, then flush the cache so the change reaches the next message."
"Save value","Save value"
"Saved here, this value applies to every store view that has no override of its own.","Saved here, this value applies to every store view that has no override of its own."
"Saved.","Saved."
"Schedule","Schedule"
"Schedule conflicts detected with: %1","Schedule conflicts detected with: %1"
"Schedule for later...","Schedule for later..."
"Schedule updated successfully.","Schedule updated successfully."
"Scope","Scope"
"Search by title","Search by title"
"Search failed. Please try again.","Search failed. Please try again."
"Search variables...","Search variables..."
"Search...","Search..."
"Seeded from a legacy Magento email template","Seeded from a legacy Magento email template"
"Select a JSON theme file to import.","Select a JSON theme file to import."
"Select a template first to see its variables.","Select a template first to see its variables."
"Send","Send"
"Send Test","Send Test"
"Send Test Email","Send Test Email"
"Send the current template preview to an email address to verify rendering in real email clients.","Send the current template preview to an email address to verify rendering in real email clients."
"Sender email address","Sender email address"
"Set Schedule","Set Schedule"
"Shared product image","Shared product image"
"Shared product link","Shared product link"
"Shared product name","Shared product name"
"Sharer email address","Sharer email address"
"Sharer name","Sharer name"
"Shipment","Shipment"
"Shipment number","Shipment number"
"Shipment record id","Shipment record id"
"Shipping address block","Shipping address block"
"Shipping message","Shipping message"
"Shipping method description","Shipping method description"
"Shortened here","Shortened here"
"Show templates","Show templates"
"Start","Start"
"Start Date","Start Date"
"Start date...","Start date..."
"Store View:","Store View:"
"Store address block","Store address block"
"Store address block, written as a method call","Store address block, written as a method call"
"Store address of the shop, written as a method call","Store address of the shop, written as a method call"
"Store country","Store country"
"Store email address","Store email address"
"Store name","Store name"
"Store name, written as a method call","Store name, written as a method call"
"Store opening hours","Store opening hours"
"Store phone number","Store phone number"
"Store region or state","Store region or state"
"Store view id","Store view id"
"Store view id, written as a method call","Store view id, written as a method call"
"Stored in Magento's legacy email_template table — edit here to migrate to a managed override","Stored in Magento's legacy email_template table — edit here to migrate to a managed override"
"Stored in the configuration under Stores > Configuration > General > General > Store Information as the Country setting, which holds a country code rather than a name. Magento\Email\Model\Template\Filter::configDirective replaces that code with the country's name before printing it.","Stored in the configuration under Stores > Configuration > General > General > Store Information as the Country setting, which holds a country code rather than a name. Magento\Email\Model\Template\Filter::configDirective replaces that code with the country's name before printing it."
"Stored in the configuration under Stores > Configuration > General > General > Store Information as the Region/State setting, which accepts free text. Magento\Email\Model\Template\Filter::configDirective replaces the stored value with a region's name when it matches a region record, and prints it unchanged when it does not.","Stored in the configuration under Stores > Configuration > General > General > Store Information as the Region/State setting, which accepts free text. Magento\Email\Model\Template\Filter::configDirective replaces the stored value with a region's name when it matches a region record, and prints it unchanged when it does not."
"Stored in the configuration under Stores > Configuration > General > Store Email Addresses > General Contact. Magento\Email\Model\Template\Filter::configDirective reads it through the scope configuration for the store view the message is sent in.","Stored in the configuration under Stores > Configuration > General > Store Email Addresses > General Contact. Magento\Email\Model\Template\Filter::configDirective reads it through the scope configuration for the store view the message is sent in."
"Styles Could Not Be Regenerated","Styles Could Not Be Regenerated"
"Subject:","Subject:"
"Subscriber","Subscriber"
"Subscription confirmation link","Subscription confirmation link"
"Switch to the scope the message is sent in before editing: a store view value overrides the website value, which overrides the default.","Switch to the scope the message is sent in before editing: a store view value overrides the website value, which overrides the default."
"System Variables","System Variables"
"Telephone number given on the contact form","Telephone number given on the contact form"
"Template","Template"
"Template Variables","Template Variables"
"Template content is required.","Template content is required."
"Template directive","Template directive"
"Template identifier is required.","Template identifier is required."
"Template override with ID ""%1"" does not exist.","Template override with ID ""%1"" does not exist."
"Template published successfully.","Template published successfully."
"Template reset to default successfully.","Template reset to default successfully."
"Template scheduled for publication at %1.","Template scheduled for publication at %1."
"Template styles","Template styles"
"Template variable","Template variable"
"Template variables found in the email are listed below as JSON. Fill in sample values; they will be merged with base store variables.","Template variables found in the email are listed below as JSON. Fill in sample values; they will be merged with base store variables."
"Template version with ID ""%1"" does not exist.","Template version with ID ""%1"" does not exist."
"Template:","Template:"
"Test email sent to %1","Test email sent to %1"
"That combination of modifiers cannot be written into the template safely, so nothing was changed.","That combination of modifiers cannot be written into the template safely, so nothing was changed."
"That directive could not be read, so nothing was changed.","That directive could not be read, so nothing was changed."
"That directive is no longer in the template, so its formatting was left alone.","That directive is no longer in the template, so its formatting was left alone."
"The Country setting is offered at the default and website scopes only. Every store view of a website therefore shows the same country, whatever the scope switcher in this editor is set to.","The Country setting is offered at the default and website scopes only. Every store view of a website therefore shows the same country, whatever the scope switcher in this editor is set to."
"The Region/State setting is offered at the default and website scopes only, so every store view of a website shows the same region.","The Region/State setting is offered at the default and website scopes only, so every store view of a website shows the same region."
"The Tailwind styles could not be regenerated, so the last stylesheet that was generated successfully is being published instead. Utility classes added since then will have no styles in the delivered email. Check that the editor can reach the Tailwind script, then publish again.","The Tailwind styles could not be regenerated, so the last stylesheet that was generated successfully is being published instead. Utility classes added since then will have no styles in the delivered email. Check that the editor can reach the Tailwind script, then publish again."
"The address a message offers the recipient to write back to.","The address a message offers the recipient to write back to."
"The address a new subscriber follows to confirm they asked to subscribe.","The address a new subscriber follows to confirm they asked to subscribe."
"The address a subscriber follows to stop receiving the newsletter.","The address a subscriber follows to stop receiving the newsletter."
"The address is assembled from the text it is given and the file is never looked for, so a path with a typo in it produces a link that leads nowhere rather than an error.","The address is assembled from the text it is given and the file is never looked for, so a path with a typo in it produces a link that leads nowhere rather than an error."
"The address is built for the store view the message is sent in, so the same directive produces different addresses in different store views.","The address is built for the store view the message is sent in, so the same directive produces different addresses in different store views."
"The address is checked when it is saved by Magento\Config\Model\Config\Backend\Email\Address, so a value that is not an email address is refused rather than stored.","The address is checked when it is saved by Magento\Config\Model\Config\Backend\Email\Address, so a value that is not an email address is refused rather than stored."
"The address of the person who shared the product.","The address of the person who shared the product."
"The address of the picture shown at the top of the message.","The address of the picture shown at the top of the message."
"The address of the product being shared.","The address of the product being shared."
"The address of the small image of the product being shared.","The address of the small image of the product being shared."
"The address of the store's customer account page.","The address of the store's customer account page."
"The address on the customer's account.","The address on the customer's account."
"The address the shared product is being sent to.","The address the shared product is being sent to."
"The address the visitor typed into the contact form.","The address the visitor typed into the contact form."
"The address where the recipient can see the whole shared wish list.","The address where the recipient can see the whole shared wish list."
"The admin configuration form does not offer ""%1"" at the default scope, so a value written there would not be shown anywhere it could be corrected.","The admin configuration form does not offer ""%1"" at the default scope, so a value written there would not be shown anywhere it could be corrected."
"The admin configuration form does not offer ""%1"" for a single store view, so a value written for this store view would take effect in messages while staying invisible on the configuration page.","The admin configuration form does not offer ""%1"" for a single store view, so a value written for this store view would take effect in messages while staying invisible on the configuration page."
"The alert model builds the name with Magento\Customer\Helper\View::getCustomerName and assigns it under this name. The wish list sharing message assigns the sharer's name the same way, in Magento\Wishlist\Controller\Index\Send.","The alert model builds the name with Magento\Customer\Helper\View::getCustomerName and assigns it under this name. The wish list sharing message assigns the sharer's name the same way, in Magento\Wishlist\Controller\Index\Send."
"The alert model renders the products into a storefront block while emulating the recipient's store view, and assigns the rendered block under this name.","The alert model renders the products into a storefront block while emulating the recipient's store view, and assigns the rendered block under this name."
"The amount is not formatted for the locale: it is the currency code, a space, and the number as it is stored, so it can carry more decimal places than a price normally shows.","The amount is not formatted for the locale: it is the currency code, a space, and the number as it is stored, so it can carry more decimal places than a price normally shows."
"The area parameter decides which area the layout is built in. Leaving it out builds the frontend layout, which is what a message normally wants.","The area parameter decides which area the layout is built in. Leaving it out builds the frontend layout, which is what a message normally wants."
"The argument of escape is matched exactly, and the three it accepts are html, htmlentities and url. |escape:HTML matches none of them and the value comes back unescaped, so it does the opposite of what it looks like it is asking for.","The argument of escape is matched exactly, and the three it accepts are html, htmlentities and url. |escape:HTML matches none of them and the value comes back unescaped, so it does the opposite of what it looks like it is asking for."
"The backend model declared for ""%1"" cannot be loaded, so there is no way to tell what writing this value would do.","The backend model declared for ""%1"" cannot be loaded, so there is no way to tell what writing this value would do."
"The billing address entered in the checkout, laid out ready to print.","The billing address entered in the checkout, laid out ready to print."
"The block ends at the first {{/depend}} that follows it, so writing one {{depend}} inside another does not nest: the outer block ends at the inner one's closing tag and the remaining closing tag is left in the message.","The block ends at the first {{/depend}} that follows it, so writing one {{depend}} inside another does not nest: the outer block ends at the inner one's closing tag and the remaining closing tag is left in the message."
"The block ends at the first {{/if}} that follows it, so one {{if}} written inside another does not nest.","The block ends at the first {{/if}} that follows it, so one {{if}} written inside another does not nest."
"The brackets are not a method call: the path is read as a request for the formatted_address value held on the store object, which Magento\Email\Model\AbstractTemplate puts there before the message is rendered. It is built by Magento\Store\Model\Information from the Store Information configuration group, laid out with the fixed five-line template in Magento\Store\Model\Address\Renderer, and its line breaks are then turned into br tags.","The brackets are not a method call: the path is read as a request for the formatted_address value held on the store object, which Magento\Email\Model\AbstractTemplate puts there before the message is rendered. It is built by Magento\Store\Model\Information from the Store Information configuration group, laid out with the fixed five-line template in Magento\Store\Model\Address\Renderer, and its line breaks are then turned into br tags."
"The brackets are not a method call: the path is read as a request for the frontend_name value held on the store object, which Magento\Email\Model\AbstractTemplate puts there before the message is rendered. It comes from the Store Name setting of the Store Information configuration group, falling back to the name of the store the store view belongs to when that setting is empty.","The brackets are not a method call: the path is read as a request for the frontend_name value held on the store object, which Magento\Email\Model\AbstractTemplate puts there before the message is rendered. It comes from the Store Name setting of the Store Information configuration group, falling back to the name of the store the store view belongs to when that setting is empty."
"The class parameter names a block class to create, or the id parameter names a CMS block by its identifier. Every other parameter is set on the block as data before it is rendered, so a block can be told what to show.","The class parameter names a block class to create, or the id parameter names a CMS block by its identifier. Every other parameter is set on the block as data before it is rendered, so a block can be told what to show."
"The code editor is not ready yet, so its formatting was left alone.","The code editor is not ready yet, so its formatting was left alone."
"The code that reports the failure names the checkout it happened in; the standard checkout reports itself as onepage.","The code that reports the failure names the checkout it happened in; the standard checkout reports itself as onepage."
"The code that sends this message assigns the variable to the template just before it is rendered, from the record the message is about. No setting holds it, and a template that is not sent by that code renders it as nothing at all.","The code that sends this message assigns the variable to the template just before it is rendered, from the record the message is about. No setting holds it, and a template that is not sent by that code renders it as nothing at all."
"The comment an administrator chose to send to the customer with this document.","The comment an administrator chose to send to the customer with this document."
"The config_path parameter names a configuration path, and the value found there is the template to include: a number when it is a template saved in the admin, or the code of one shipped by a module. The included template is rendered with the same variables as the one that includes it.","The config_path parameter names a configuration path, and the value found there is the template to include: a number when it is a template saved in the admin, or the code of one shipped by a module. The included template is rendered with the same variables as the one that includes it."
"The configuration structure declares no field at ""%1"", so nothing in the admin owns this value and nothing here can say what it would contain.","The configuration structure declares no field at ""%1"", so nothing in the admin owns this value and nothing here can say what it would contain."
"The content given for the custom variable ""%1"" was rejected, so nothing was changed: %2","The content given for the custom variable ""%1"" was rejected, so nothing was changed: %2"
"The controller builds the link from the wish list's sharing code, so it opens that one list without the recipient signing in.","The controller builds the link from the wish list's sharing code, so it opens that one list without the recipient signing in."
"The controller only checks that the value contains an at sign before accepting the form, so it is not necessarily a working address.","The controller only checks that the value contains an at sign before accepting the form, so it is not necessarily a working address."
"The controller wraps the submitted form and passes it to the contact mailer, which assigns it under the name data and also sets it as the address a reply goes to.","The controller wraps the submitted form and passes it to the contact mailer, which assigns it under the name data and also sets it as the address a reply goes to."
"The controller wraps the submitted form and passes it to the contact mailer, which assigns it under the name data.","The controller wraps the submitted form and passes it to the contact mailer, which assigns it under the name data."
"The controller wraps the submitted form and passes it to the contact mailer, which assigns it under the name data. The form refuses to submit with an empty message.","The controller wraps the submitted form and passes it to the contact mailer, which assigns it under the name data. The form refuses to submit with an empty message."
"The controller wraps the submitted form and passes it to the contact mailer, which assigns it under the name data. The form refuses to submit without a name.","The controller wraps the submitted form and passes it to the contact mailer, which assigns it under the name data. The form refuses to submit without a name."
"The credit memo","The credit memo"
"The credit memo number the customer sees.","The credit memo number the customer sees."
"The credit memo the message is about.","The credit memo the message is about."
"The custom variable ""%1"" has no HTML value, so HTML messages currently render its plain value. Setting an HTML value here would change what HTML messages show while leaving plain-text messages on the old text, so both are set on the variable's own form instead.","The custom variable ""%1"" has no HTML value, so HTML messages currently render its plain value. Setting an HTML value here would change what HTML messages show while leaving plain-text messages on the old text, so both are set on the variable's own form instead."
"The custom variable ""%1"", defined in the admin under System > Other Settings > Custom Variables. Its content is whatever a merchant put there, and it can differ from one store view to the next.","The custom variable ""%1"", defined in the admin under System > Other Settings > Custom Variables. Its content is whatever a merchant put there, and it can differ from one store view to the next."
"The customer","The customer"
"The customer the message is addressed to.","The customer the message is addressed to."
"The customer's name, assembled the way the store is configured to show names.","The customer's name, assembled the way the store is configured to show names."
"The database identifier of the credit memo.","The database identifier of the credit memo."
"The database identifier of the invoice.","The database identifier of the invoice."
"The database identifier of the order.","The database identifier of the order."
"The database identifier of the shipment.","The database identifier of the shipment."
"The date and time the order was placed, written out for reading.","The date and time the order was placed, written out for reading."
"The date and time written into the payment failure message.","The date and time written into the payment failure message."
"The delivery address entered in the checkout, laid out ready to print.","The delivery address entered in the checkout, laid out ready to print."
"The description already on an existing order cannot be changed from the template.","The description already on an existing order cannot be changed from the template."
"The design configuration form accepts digits only, so the number is written without a unit.","The design configuration form accepts digits only, so the number is written without a unit."
"The design configuration form refuses a value containing tags, so this is always plain text.","The design configuration form refuses a value containing tags, so this is always plain text."
"The directive builds a complete layout for the handle, not a single block, so it is considerably more expensive to render than {{block}} and prints only the outermost block that comes out of it.","The directive builds a complete layout for the handle, not a single block, so it is considerably more expensive to render than {{block}} and prints only the outermost block that comes out of it."
"The directive changed while this was open, so its formatting was left alone. Click it again to start from what is there now.","The directive changed while this was open, so its formatting was left alone. Click it again to start from what is there now."
"The directive loads the named stylesheet from the theme the message is rendered with, compiles it, and puts the result where the directive stands. In the default theme the source of this file is web/css/email.less.","The directive loads the named stylesheet from the theme the message is rendered with, compiles it, and puts the result where the directive stands. In the default theme the source of this file is web/css/email.less."
"The directive loads the variable whose code its code parameter names, for the store view the message is sent in, and prints its HTML value in an HTML message and its plain value in a plain-text one.","The directive loads the variable whose code its code parameter names, for the store view the message is sent in, and prints its HTML value in an HTML message and its plain value in a plain-text one."
"The directive prints an address, never the file itself, so it belongs in the src attribute of an image rather than in the body of the message.","The directive prints an address, never the file itself, so it belongs in the src attribute of an image rather than in the body of the message."
"The directive reads the configuration path named by its path parameter while the message is being rendered, for the store view it is sent in, so a store view value overrides the website value, which overrides the default.","The directive reads the configuration path named by its path parameter while the message is being rendered, for the store view it is sent in, so a store view value overrides the website value, which overrides the default."
"The directive reads the store configuration at ""%1"" - %2 - while the message is being rendered, for the store view it is sent in, so a store view value overrides the website value, which overrides the default.","The directive reads the store configuration at ""%1"" - %2 - while the message is being rendered, for the store view it is sent in, so a store view value overrides the website value, which overrides the default."
"The directive reads the store configuration at ""%1"" while the message is being rendered. No field is declared at that path, so the value can only have been put there by something outside the admin.","The directive reads the store configuration at ""%1"" while the message is being rendered. No field is declared at that path, so the value can only have been put there by something outside the admin."
"The directives in this template could not be described.","The directives in this template could not be described."
"The draft could not be deleted.","The draft could not be deleted."
"The draft could not be deleted. Please try again.","The draft could not be deleted. Please try again."
"The draft could not be duplicated.","The draft could not be duplicated."
"The draft could not be duplicated. Please try again.","The draft could not be duplicated. Please try again."
"The draft could not be renamed.","The draft could not be renamed."
"The draft could not be renamed. Please try again.","The draft could not be renamed. Please try again."
"The drafts could not be loaded.","The drafts could not be loaded."
"The drafts could not be loaded. Please try again.","The drafts could not be loaded. Please try again."
"The email address messages sent from the General Contact identity are sent from.","The email address messages sent from the General Contact identity are sent from."
"The email address recorded on the basket the payment failed for.","The email address recorded on the basket the payment failed for."
"The explanation the payment attempt came back with.","The explanation the payment attempt came back with."
"The field is free text, so whatever is typed there is what the message prints.","The field is free text, so whatever is typed there is what the message prints."
"The file parameter names a file below the theme's web directory, or a file belonging to a module written as Magento_Sales::css/name.css. The file is compiled and its result replaces the directive.","The file parameter names a file below the theme's web directory, or a file belonging to a module written as Magento_Sales::css/name.css. The file is compiled and its result replaces the directive."
"The file parameter names the stylesheet. The styles are applied once the whole message has been assembled, because inlining has to see the finished document, so the directive itself is replaced by nothing at the point where it is written.","The file parameter names the stylesheet. The styles are applied once the whole message has been assembled, because inlining has to see the finished document, so the directive itself is replaced by nothing at the point where it is written."
"The form is accepted without a telephone number, so this is frequently empty.","The form is accepted without a telephone number, so this is frequently empty."
"The formatted store address block is stricter than this directive. It shows the region only when the stored value matches a region record, so free text that matches none is printed here and yet missing from the address block.","The formatted store address block is stricter than this directive. It shows the region only when the stored value matches a region record, so free text that matches none is printed here and yet missing from the address block."
"The formatting could not be changed, so it was left alone.","The formatting could not be changed, so it was left alone."
"The handle parameter names the layout handle to load. Any other parameter, apart from area, is set as data on every block the handle produces.","The handle parameter names the layout handle to load. Any other parameter, apart from area, is set as data on every block the handle produces."
"The header and footer of transactional messages are held at design/email/header_template and design/email/footer_template, which are chosen per store view in the design configuration.","The header and footer of transactional messages are held at design/email/header_template and design/email/footer_template, which are chosen per store view in the design configuration."
"The header is included by the message around it and receives that message's variables, so what it prints are the message's own style rules. The header's own rules are only used when the message above it has none.","The header is included by the message around it and receives that message's variables, so what it prints are the message's own style rules. The header's own rules are only used when the message above it has none."
"The host and path come from the store view's base URL, under Stores > Configuration > General > Web.","The host and path come from the store view's base URL, under Stores > Configuration > General > Web."
"The host comes from the store view's base URL, under Stores > Configuration > General > Web.","The host comes from the store view's base URL, under Stores > Configuration > General > Web."
"The html layout puts line breaks and a telephone link into the value, so a directive that escapes it shows the tags as text. The shipped template prints it with the raw idiom.","The html layout puts line breaks and a telephone link into the value, so a directive that escapes it shows the tags as text. The shipped template prints it with the raw idiom."
"The html layout puts line breaks and a telephone link into the value, so a directive that escapes it shows the tags as text. The shipped templates print it with the raw idiom.","The html layout puts line breaks and a telephone link into the value, so a directive that escapes it shows the tags as text. The shipped templates print it with the raw idiom."
"The id is a database key rather than anything an administrator chose, so it means nothing to a recipient.","The id is a database key rather than anything an administrator chose, so it means nothing to a recipient."
"The identifier is assigned by the database when the credit memo is created and never changes.","The identifier is assigned by the database when the credit memo is created and never changes."
"The identifier is assigned by the database when the invoice is created and never changes.","The identifier is assigned by the database when the invoice is created and never changes."
"The identifier is assigned by the database when the order is created and never changes.","The identifier is assigned by the database when the order is created and never changes."
"The identifier is assigned by the database when the shipment is created and never changes.","The identifier is assigned by the database when the shipment is created and never changes."
"The invoice","The invoice"
"The invoice number the customer sees.","The invoice number the customer sees."
"The invoice the message is about.","The invoice the message is about."
"The invoice, shipment and credit memo senders assign the document's customer note here, but only when the note was marked for sending; otherwise they assign an empty string. The order, invoice, shipment and credit memo comment senders assign the comment being sent directly.","The invoice, shipment and credit memo senders assign the document's customer note here, but only when the note was marked for sending; otherwise they assign an empty string. The order, invoice, shipment and credit memo comment senders assign the comment being sent directly."
"The knowledge base answered without an entry for this directive.","The knowledge base answered without an entry for this directive."
"The knowledge base records no route for changing this value.","The knowledge base records no route for changing this value."
"The last line is the country's name, not its code, and it is empty when no country is set. The region appears only when the Region/State setting matches a region record.","The last line is the country's name, not its code, and it is empty when no country is set. The region appears only when the Region/State setting matches a region record."
"The layout comes from the product alert block's own template. Override it in your own theme to change it.","The layout comes from the product alert block's own template. Override it in your own theme to change it."
"The layout of the block is fixed in Magento and is not chosen per country. Changing it means replacing the address renderer's template in code; nothing in the admin does it.","The layout of the block is fixed in Magento and is not chosen per country. Changing it means replacing the address renderer's template in code; nothing in the admin does it."
"The link only works while the account holds a reset token. Removing the token argument from the directive produces a link that cannot set a password.","The link only works while the account holds a reset token. Removing the token argument from the directive produces a link that cannot set a password."
"The list of items the message is about, laid out ready to print.","The list of items the message is about, laid out ready to print."
"The list of products the alert is about, laid out ready to print.","The list of products the alert is about, laid out ready to print."
"The list of readable paths is a dependency injection argument of Magento\Variable\Model\Config\Structure\AvailableVariables. No admin page changes it.","The list of readable paths is a dependency injection argument of Magento\Variable\Model\Config\Structure\AvailableVariables. No admin page changes it."
